,grado_entrada,grado_salida,grado_total,intermediacion,cercania
dalexi10,1.0,4.0,5.0,1.9484177340978164e-07,0.45637290604515657
coronavirusgt,2.0,3.0,5.0,0.00013799133887973798,0.45663897391050867
marcoau53512627,0.0,5.0,5.0,1.3015715179255733e-06,0.45597438509678356
quetzaluman,2.0,3.0,5.0,3.4550728192312627e-07,0.4562399883500801
juan149036,0.0,5.0,5.0,2.268689014383773e-06,0.45617355853232383
reny_rojaz,0.0,5.0,5.0,2.0905867627185003e-06,0.45610714805648567
mr_andrew89,0.0,5.0,5.0,2.0905867627185003e-06,0.45610714805648567
chejog3,0.0,5.0,5.0,3.7048048669214394e-06,0.45650590120938367
animaldgalaccia,0.0,5.0,5.0,1.2560722947506183e-05,0.4559080325960419
sonny_figueroa,5.0,0.0,5.0,4.777872697616696e-06,0.3179419525065963
segeplan,2.0,3.0,5.0,0.0006391252655311172,0.45610714805648567
benjamiinxxx,0.0,5.0,5.0,1.945252378891114e-06,0.45610714805648567
jordanrodas,5.0,0.0,5.0,1.1690596584365393e-06,0.316688567674113
roula202122,1.0,4.0,5.0,1.945252378891114e-06,0.45663897391050867
poolteco,0.0,5.0,5.0,1.945252378891114e-06,0.4573055028462998
silviar07327189,0.0,5.0,5.0,6.552724124976254e-05,0.45577538551061975
elmachirulo2024,0.0,5.0,5.0,3.7048048669214394e-06,0.45650590120938367
j_ssss1,0.0,5.0,5.0,0.00016981079374779243,0.4560407569141194
rocioperdomov,0.0,5.0,5.0,0.0005141553330485008,0.4560407569141194
codimech1,2.0,3.0,5.0,8.832972413389619e-07,0.45723876240513717
tonomorales3,0.0,5.0,5.0,3.7048048669214394e-06,0.45650590120938367
estefmlove,0.0,5.0,5.0,0.00014336701633298768,0.4564393939393939
roberto83878548,0.0,5.0,5.0,3.7048048669214394e-06,0.45650590120938367
canderoncande,0.0,5.0,5.0,3.7048048669214394e-06,0.45650590120938367
fer_ch085,0.0,5.0,5.0,0.0004289981520030014,0.45577538551061975
elcovidianogt,0.0,5.0,5.0,2.741291285753319e-05,0.4564393939393939
dying_4me,1.0,4.0,5.0,6.794016428203484e-08,0.4553117279465194
carenriquez,0.0,5.0,5.0,4.254416253500527e-06,0.4569053521948374
prodigyjp1,0.0,5.0,5.0,1.028549611436789e-05,0.4558416994034628
angeldelatrompe,0.0,5.0,5.0,1.028549611436789e-05,0.4558416994034628
eledycito,0.0,5.0,5.0,1.028549611436789e-05,0.4558416994034628
maltiox1984,0.0,5.0,5.0,0.000427083673731149,0.4555765595463138
crrc9119,1.0,4.0,5.0,1.568004367851749e-05,0.45564281559045955
jgramajo_soy502,0.0,5.0,5.0,4.046568420565646e-05,0.4558416994034628
romeoruiz__,3.0,2.0,5.0,1.2902516622810404e-06,0.4555765595463138
tiradocononda,1.0,4.0,5.0,8.73291953418572e-06,0.4559080325960419
angel7910wao,0.0,5.0,5.0,1.945252378891114e-06,0.4562399883500801
dannyfuture_,0.0,5.0,5.0,5.728899253813645e-06,0.4562399883500801
mariaohh6,0.0,5.0,5.0,3.7048048669214394e-06,0.45650590120938367
cwmorales2,0.0,5.0,5.0,3.7048048669214394e-06,0.45650590120938367
marcopo60095392,1.0,4.0,5.0,3.127627453857409e-07,0.4555103227682466
cristhian2820,1.0,4.0,5.0,0.00017150123845166576,0.45637290604515657
juliusguate,0.0,5.0,5.0,3.7048048669214394e-06,0.45650590120938367
oscarme75823402,0.0,5.0,5.0,3.0991078470408904e-05,0.4557090909090909
spartanjac77,0.0,5.0,5.0,0.0006548599675632348,0.45564281559045955
luciodel53820,0.0,5.0,5.0,8.73291953418572e-06,0.4559080325960419
alertagt502,0.0,5.0,5.0,1.945252378891114e-06,0.45650590120938367
jas32s,0.0,5.0,5.0,0.0001792639110749891,0.45597438509678356
discipulo13,0.0,5.0,5.0,2.048427905958369e-06,0.4567055393586006
ragnarlogbroc,0.0,5.0,5.0,5.414073141613748e-05,0.45617355853232383
tgamboa1104,0.0,5.0,5.0,2.0979066739421753e-06,0.45610714805648567
jhorres,2.0,3.0,5.0,8.329985768647047e-06,0.4555103227682466
pachanga0gt,0.0,5.0,5.0,9.961415977141327e-05,0.45663897391050867
lifelovergt,0.0,5.0,5.0,1.664852132266928e-06,0.45630643751820565
santezalejandro,0.0,5.0,5.0,3.7048048669214394e-06,0.45650590120938367
guate_capo,0.0,5.0,5.0,3.7048048669214394e-06,0.45650590120938367
manuhgth,0.0,5.0,5.0,2.268689014383773e-06,0.45617355853232383
nayibbukele,5.0,0.0,5.0,9.972437822852934e-06,0.3152863037133944
fisher2069,2.0,3.0,5.0,2.0545234596227045e-05,0.45564281559045955
virginiapo2414,0.0,5.0,5.0,2.97681799051943e-05,0.4558416994034628
marielanice23,0.0,5.0,5.0,1.7247904801361818e-07,0.45630643751820565
aldodavila_gt,5.0,0.0,5.0,5.680313751424911e-06,0.32070836318968166
walterl45816039,0.0,5.0,5.0,2.268689014383773e-06,0.45617355853232383
mikecrossjdm,0.0,5.0,5.0,1.945252378891114e-06,0.45617355853232383
andread_gtv,1.0,4.0,5.0,0.000491024226318635,0.4555765595463138
climaya,0.0,5.0,5.0,0.000491024226318635,0.4555765595463138
secblinken,5.0,0.0,5.0,3.986861843831023e-06,0.31474784006429574
yasseramezquita,0.0,5.0,5.0,2.268689014383773e-06,0.45617355853232383
carlosmcd100,1.0,4.0,5.0,8.722237923358675e-05,0.4557090909090909
covial_civ,5.0,0.0,5.0,5.240965182662637e-06,0.3195634434924521
roceguill_rg15,1.0,4.0,5.0,1.945252378891114e-06,0.45617355853232383
carloso75480433,0.0,5.0,5.0,4.473487146788627e-06,0.45663897391050867
patolopez420,0.0,5.0,5.0,1.945252378891114e-06,0.4562399883500801
brandonbar79410,0.0,5.0,5.0,6.625466903094871e-08,0.4555765595463138
enrique91598012,0.0,5.0,5.0,7.103852687001382e-06,0.4562399883500801
nobody_vg,0.0,5.0,5.0,3.7048048669214394e-06,0.45650590120938367
stuardobarrios7,0.0,5.0,5.0,3.7048048669214394e-06,0.45650590120938367
javierd65077306,0.0,4.0,4.0,2.5319029747567713e-05,0.4554441052478558
scepgt,1.0,3.0,4.0,5.20454699209764e-07,0.4555765595463138
aurarod18533431,0.0,4.0,4.0,8.73291953418572e-06,0.4558416994034628
hd47849833,0.0,4.0,4.0,4.4320533126942206e-05,0.4555765595463138
hamlet_a16,3.0,1.0,4.0,2.4733309178720737e-06,0.31936799184505604
rodas164,0.0,4.0,4.0,0.0,0.4555103227682466
oscarcordon,0.0,4.0,4.0,0.0,0.4555103227682466
88libre,0.0,4.0,4.0,0.00021924059209781684,0.4562399883500801
ropalmac,0.0,4.0,4.0,8.73291953418572e-06,0.4558416994034628
lordmarduk2,0.0,4.0,4.0,3.4577430963069177e-06,0.4554441052478558
vonhacker,0.0,4.0,4.0,0.0002641574318373568,0.4557090909090909
pianode2teclas,1.0,3.0,4.0,1.0864311694349345e-06,0.4554441052478558
rick_sanchiez,1.0,3.0,4.0,1.0864311694349345e-06,0.4554441052478558
ambrosesaklan,0.0,4.0,4.0,1.945252378891114e-06,0.4560407569141194
oscarrpaniagua,0.0,4.0,4.0,8.73291953418572e-06,0.4558416994034628
9102ramoto,0.0,4.0,4.0,3.7048048669214394e-06,0.4564393939393939
georgeluise,0.0,4.0,4.0,3.7048048669214394e-06,0.4564393939393939
heandovi,0.0,4.0,4.0,0.0002464425795231145,0.4555765595463138
leo1leonardo46,0.0,4.0,4.0,8.73291953418572e-06,0.4558416994034628
jlchavezgt,0.0,4.0,4.0,9.080839122163179e-05,0.4562399883500801
juanazurdia3,0.0,4.0,4.0,1.4653199232048855e-05,0.4555765595463138
enriquenimacach,0.0,4.0,4.0,8.73291953418572e-06,0.4558416994034628
fantasmaguate,0.0,4.0,4.0,3.7048048669214394e-06,0.4564393939393939
2bereniceee,2.0,2.0,4.0,2.80318563584203e-07,0.45637290604515657
principitofiu,0.0,4.0,4.0,3.7048048669214394e-06,0.4564393939393939
milagrosa_reyes,0.0,4.0,4.0,4.473487146788627e-06,0.45577538551061975
josafaatg,0.0,4.0,4.0,3.7048048669214394e-06,0.4564393939393939
chargoits,0.0,4.0,4.0,1.945252378891114e-06,0.4560407569141194
jdrsoyyo,0.0,4.0,4.0,3.7048048669214394e-06,0.4564393939393939
iketick,0.0,4.0,4.0,3.7048048669214394e-06,0.4564393939393939
kekevinfc10,0.0,4.0,4.0,3.7048048669214394e-06,0.4564393939393939
ligiasalazar15,0.0,4.0,4.0,3.7048048669214394e-06,0.4564393939393939
evs2020,0.0,4.0,4.0,0.0006393929611593461,0.45597438509678356
aljimeneze,0.0,4.0,4.0,1.945252378891114e-06,0.4560407569141194
saulova96765150,0.0,4.0,4.0,8.547630993248283e-06,0.4553779069767442
usuariounicoop,0.0,4.0,4.0,0.0006384037625678207,0.4555103227682466
bryanbmx_l,0.0,4.0,4.0,4.473487146788627e-06,0.45577538551061975
mjcolman,0.0,4.0,4.0,1.945252378891114e-06,0.4560407569141194
d09f35578704492,0.0,4.0,4.0,4.200648965039538e-05,0.4558416994034628
onumujeresgt,4.0,0.0,4.0,1.6029352730298755e-07,0.3157947787521419
justtagit,0.0,4.0,4.0,8.73291953418572e-06,0.4558416994034628
javala_81,0.0,4.0,4.0,3.7048048669214394e-06,0.4564393939393939
valenthino54316,0.0,4.0,4.0,3.7048048669214394e-06,0.4564393939393939
realquichelense,0.0,4.0,4.0,0.0002053720106747314,0.4555103227682466
carmarlux,0.0,4.0,4.0,8.73291953418572e-06,0.4558416994034628
chechapaiz,0.0,4.0,4.0,8.73291953418572e-06,0.4558416994034628
mvelasquezu,0.0,4.0,4.0,3.7048048669214394e-06,0.4564393939393939
el_sabioalex,0.0,4.0,4.0,1.945252378891114e-06,0.4560407569141194
hugomor93187127,1.0,3.0,4.0,5.0384807424665334e-08,0.4555765595463138
moratayayoel,4.0,0.0,4.0,1.6029352730298755e-07,0.3157947787521419
foppaguate,4.0,0.0,4.0,1.6029352730298755e-07,0.3157947787521419
codigo1990,0.0,4.0,4.0,1.945252378891114e-06,0.4560407569141194
newlibertario1,0.0,4.0,4.0,0.00019406625434573274,0.4555765595463138
aristos1970,0.0,4.0,4.0,6.652738570535602e-05,0.4555765595463138
rodri8719,0.0,4.0,4.0,1.945252378891114e-06,0.4560407569141194
mayneythor10,0.0,4.0,4.0,1.111535550056262e-07,0.4557090909090909
bohemioal,0.0,4.0,4.0,1.945252378891114e-06,0.4560407569141194
nonidindadelia,0.0,4.0,4.0,1.945252378891114e-06,0.4560407569141194
luis21118,0.0,4.0,4.0,1.945252378891114e-06,0.4560407569141194
matias79715506,0.0,4.0,4.0,1.945252378891114e-06,0.4560407569141194
carlos694621,0.0,4.0,4.0,1.945252378891114e-06,0.4560407569141194
oscarito_rl,0.0,4.0,4.0,1.945252378891114e-06,0.4560407569141194
roberwon,0.0,4.0,4.0,8.962704758660715e-07,0.4557090909090909
76_brandy,0.0,4.0,4.0,1.5001529561437788e-05,0.4555765595463138
patoberna,1.0,3.0,4.0,7.163543909549919e-05,0.4553779069767442
willypin07,0.0,4.0,4.0,7.163543909549919e-05,0.4553779069767442
alvarotaquira,0.0,4.0,4.0,3.7048048669214394e-06,0.4564393939393939
pishpiiii,0.0,4.0,4.0,3.7048048669214394e-06,0.4564393939393939
eduardo5554429,0.0,4.0,4.0,4.154802354170592e-08,0.45577538551061975
pablvito,2.0,2.0,4.0,1.5044437681132442e-06,0.46087084436599
selarom_k,0.0,4.0,4.0,1.4653199232048855e-05,0.4555765595463138
twtnoticias11,0.0,4.0,4.0,3.7048048669214394e-06,0.4564393939393939
viniciovillar2,0.0,4.0,4.0,8.73291953418572e-06,0.4558416994034628
al68985274,1.0,3.0,4.0,8.962704758660715e-07,0.45630643751820565
matias_jc,0.0,4.0,4.0,3.7048048669214394e-06,0.4564393939393939
aquinoja_,1.0,3.0,4.0,1.8210280834548547e-06,0.45637290604515657
erickfe42787865,0.0,4.0,4.0,1.945252378891114e-06,0.4560407569141194
carlos20trece,0.0,4.0,4.0,3.7048048669214394e-06,0.4564393939393939
fabiolaara17914,0.0,4.0,4.0,4.473487146788627e-06,0.45577538551061975
matuteshute,0.0,4.0,4.0,1.568004367851749e-05,0.45564281559045955
ottogarciarive1,0.0,4.0,4.0,8.73291953418572e-06,0.4558416994034628
orion_rene,0.0,4.0,4.0,4.473487146788627e-06,0.45577538551061975
calbert96,0.0,4.0,4.0,0.0006393929611593451,0.45597438509678356
peinadojc,0.0,4.0,4.0,1.4653199232048855e-05,0.4555765595463138
jorgeenriquegt,2.0,2.0,4.0,1.731765558108047e-07,0.45597438509678356
morawskim56694,0.0,4.0,4.0,6.9634148493188224e-06,0.4559080325960419
guaboomerang,0.0,4.0,4.0,1.945252378891114e-06,0.4560407569141194
rigobertoperezb,0.0,4.0,4.0,3.2985457386366164e-05,0.45564281559045955
elreydelmambo__,0.0,4.0,4.0,1.568004367851749e-05,0.45564281559045955
ditoxology,0.0,4.0,4.0,5.9127762793613125e-06,0.45577538551061975
chechaesc,0.0,4.0,4.0,8.73291953418572e-06,0.4558416994034628
jacquessig75562,0.0,4.0,4.0,3.7048048669214394e-06,0.4564393939393939
chaconraulitoau,0.0,4.0,4.0,0.0,0.45577538551061975
el_profesor_r,0.0,4.0,4.0,3.7048048669214394e-06,0.4564393939393939
m4cui17,1.0,3.0,4.0,2.8342236866356262e-05,0.4555103227682466
ignaciosnchez8,0.0,4.0,4.0,3.7048048669214394e-06,0.4564393939393939
bimbin18752024,0.0,4.0,4.0,3.7048048669214394e-06,0.4564393939393939
peter7730221843,0.0,4.0,4.0,1.4653199232048855e-05,0.4555765595463138
denismo73749471,0.0,4.0,4.0,1.945252378891114e-06,0.4560407569141194
isaacmontufar9,0.0,4.0,4.0,1.945252378891114e-06,0.4560407569141194
isracorzop,1.0,3.0,4.0,5.281837154708475e-05,0.45637290604515657
eugeniagalvez13,0.0,4.0,4.0,1.945252378891114e-06,0.4560407569141194
avilesmilian,0.0,4.0,4.0,1.945252378891114e-06,0.4560407569141194
eduuflores17,0.0,4.0,4.0,1.945252378891114e-06,0.4560407569141194
chester0204,0.0,4.0,4.0,0.00017528820864517417,0.45597438509678356
ces_j_,0.0,4.0,4.0,4.473487146788627e-06,0.45577538551061975
wesbernard,1.0,3.0,4.0,3.088468549541698e-05,0.4555765595463138
minexgt,4.0,0.0,4.0,1.834693596553083e-06,0.31373923492890043
realrodrigopolo,0.0,4.0,4.0,0.0006632646657843818,0.4555103227682466
sulecioa,0.0,4.0,4.0,1.4653199232048855e-05,0.4555765595463138
amayen_gt,0.0,4.0,4.0,0.0006445915716210889,0.4555765595463138
hector10bamaca,0.0,4.0,4.0,1.945252378891114e-06,0.4560407569141194
rojoooo70,0.0,4.0,4.0,1.945252378891114e-06,0.4560407569141194
rodrivargas5000,0.0,4.0,4.0,3.7048048669214394e-06,0.4564393939393939
julioantesde8,0.0,4.0,4.0,6.147363833542049e-05,0.45577538551061975
maldnadoteresau,0.0,4.0,4.0,5.834647650941899e-05,0.4557090909090909
mazingerz_gt,0.0,4.0,4.0,9.387593221127977e-06,0.4555103227682466
josephhb458550,0.0,4.0,4.0,3.9412104863829305e-05,0.45577538551061975
dante8219gt,0.0,4.0,4.0,3.7048048669214394e-06,0.4564393939393939
k_calel,0.0,4.0,4.0,3.7048048669214394e-06,0.4564393939393939
godinez_ivonee,0.0,4.0,4.0,1.945252378891114e-06,0.4560407569141194
lopezobrador_,4.0,0.0,4.0,2.723237644566714e-05,0.3159858799798285
li_chickadee,0.0,4.0,4.0,0.00028842429805473087,0.45637290604515657
xavi6lb,0.0,4.0,4.0,3.088468549541698e-05,0.4555765595463138
sarcacidboy,0.0,4.0,4.0,1.945252378891114e-06,0.4560407569141194
abnercano77,0.0,4.0,4.0,1.945252378891114e-06,0.4560407569141194
gerestflo,0.0,4.0,4.0,1.945252378891114e-06,0.4560407569141194
martaaquino_29,0.0,4.0,4.0,1.945252378891114e-06,0.4560407569141194
boj_ito,2.0,2.0,4.0,0.0002734281089281657,0.45564281559045955
__keev_,0.0,4.0,4.0,3.7048048669214394e-06,0.4564393939393939
leonard2631234,0.0,4.0,4.0,0.00035638576016086733,0.4555103227682466
aacooljaa,0.0,4.0,4.0,1.945252378891114e-06,0.4560407569141194
ebercuella55096,0.0,4.0,4.0,1.1920670474082584e-06,0.45577538551061975
sergioc26844120,0.0,4.0,4.0,1.945252378891114e-06,0.4560407569141194
viaguilar32,1.0,3.0,4.0,0.00013358250201735361,0.4553117279465194
terisaadams,0.0,4.0,4.0,8.73291953418572e-06,0.4558416994034628
fabiolasinger,4.0,0.0,4.0,2.069221090415887e-07,0.3138335169788641
nellychopen,0.0,4.0,4.0,8.73291953418572e-06,0.4558416994034628
nissipaluzza,0.0,4.0,4.0,1.945252378891114e-06,0.4560407569141194
element76952283,0.0,4.0,4.0,1.4653199232048855e-05,0.4555765595463138
kokasagas68206,1.0,3.0,4.0,0.0,0.4558416994034628
esvinrosal94211,0.0,4.0,4.0,1.4653199232048855e-05,0.4555765595463138
juansitomi,0.0,4.0,4.0,0.00016038670612636782,0.45577538551061975
henrytello13,0.0,4.0,4.0,1.8544367235108915e-07,0.4554441052478558
synejoe,0.0,4.0,4.0,1.945252378891114e-06,0.4560407569141194
clarenceheyramw,0.0,4.0,4.0,1.945252378891114e-06,0.4560407569141194
cefigt,0.0,4.0,4.0,8.73291953418572e-06,0.4558416994034628
mvillacortaof,4.0,0.0,4.0,1.4865084666797455e-06,0.3153180354267311
copadehgt,2.0,2.0,4.0,0.00012432278666713717,0.45610714805648567
zunigaariandar,0.0,4.0,4.0,9.80871757515389e-05,0.4555103227682466
marianagod57937,0.0,4.0,4.0,5.3618183705535954e-08,0.4567055393586006
semillademal,0.0,4.0,4.0,0.0,0.45577538551061975
ceccgalve95xmy,0.0,4.0,4.0,0.0,0.45577538551061975
karlitosandoval,0.0,4.0,4.0,1.945252378891114e-06,0.4560407569141194
lilianaarchila1,0.0,4.0,4.0,3.7048048669214394e-06,0.4564393939393939
soydelfuego,0.0,4.0,4.0,1.8463946406664164e-05,0.4555765595463138
lamichiedl,4.0,0.0,4.0,2.3998267922934418e-05,0.32041317242789935
milo_fuentes15,0.0,4.0,4.0,0.00010056352549299689,0.45564281559045955
julioantoniooli,0.0,4.0,4.0,1.945252378891114e-06,0.4560407569141194
randolfoenriqu3,0.0,4.0,4.0,8.73291953418572e-06,0.4558416994034628
liccris86,0.0,4.0,4.0,3.7048048669214394e-06,0.4564393939393939
giovann45497851,0.0,4.0,4.0,0.0,0.4555103227682466
91072dff5a5a4f1,0.0,4.0,4.0,1.945252378891114e-06,0.4560407569141194
tobarangelangel,0.0,4.0,4.0,6.652738570535602e-05,0.4555765595463138
_odonnell1,2.0,2.0,4.0,0.0,0.45564281559045955
paes_092,0.0,4.0,4.0,1.945252378891114e-06,0.4560407569141194
elliberchapin,0.0,4.0,4.0,1.4653199232048855e-05,0.4555765595463138
oscarrosenz,0.0,4.0,4.0,0.0003730270003128697,0.4557090909090909
idavisramos,0.0,4.0,4.0,3.7048048669214394e-06,0.4564393939393939
diinbc,0.0,4.0,4.0,3.7048048669214394e-06,0.4564393939393939
1994meola,0.0,4.0,4.0,3.7048048669214394e-06,0.4564393939393939
lobolinux01,0.0,4.0,4.0,3.7048048669214394e-06,0.4564393939393939
jbritorres,0.0,4.0,4.0,3.7048048669214394e-06,0.4564393939393939
aida22101,0.0,4.0,4.0,1.945252378891114e-06,0.4560407569141194
elpais_america,4.0,0.0,4.0,5.765836340558087e-07,0.32199383350462485
visioninternaci,0.0,4.0,4.0,0.0001185586828875394,0.45617355853232383
lainibakura,0.0,4.0,4.0,0.0006593006963062437,0.4555103227682466
kincho95,0.0,4.0,4.0,2.330250058116008e-06,0.45617355853232383
amidark,0.0,4.0,4.0,0.0006663337478315443,0.45564281559045955
jaquelinjudith,1.0,3.0,4.0,1.6703858080608224e-06,0.4560407569141194
sxfirio,0.0,4.0,4.0,0.0001703362597247899,0.4555765595463138
heberjez,0.0,4.0,4.0,0.0001395075617774335,0.4557090909090909
velasquezw40409,0.0,4.0,4.0,8.73291953418572e-06,0.4558416994034628
pablolat,0.0,4.0,4.0,1.8210280834548547e-06,0.45637290604515657
carusso100,0.0,4.0,4.0,1.945252378891114e-06,0.4560407569141194
mouseztar,0.0,4.0,4.0,4.473487146788627e-06,0.45577538551061975
letty367876,0.0,4.0,4.0,3.7048048669214394e-06,0.4564393939393939
kirita20210,0.0,4.0,4.0,3.7048048669214394e-06,0.4564393939393939
w0sierra1564,0.0,4.0,4.0,1.945252378891114e-06,0.4560407569141194
fer108742428660,0.0,4.0,4.0,3.7048048669214394e-06,0.4564393939393939
josecsagt,4.0,0.0,4.0,1.6228345547228341e-06,0.3152863037133944
axelprezg1,0.0,4.0,4.0,3.7048048669214394e-06,0.4564393939393939
impactonoticigt,4.0,0.0,4.0,1.077797218311176e-05,0.32116863147104047
gtj_uan,1.0,3.0,4.0,2.134237889765156e-05,0.45630643751820565
chapindecorazo2,0.0,4.0,4.0,1.945252378891114e-06,0.4560407569141194
chancholoono17,0.0,4.0,4.0,0.00019525660302669847,0.45564281559045955
arkangelus021,0.0,4.0,4.0,1.945252378891114e-06,0.4560407569141194
rojocesarc,0.0,4.0,4.0,1.4653199232048855e-05,0.4555765595463138
egacano1,0.0,4.0,4.0,1.945252378891114e-06,0.4560407569141194
arleny1581,1.0,3.0,4.0,0.00015552454331359343,0.45564281559045955
83fdfc7bd4554fa,0.0,4.0,4.0,6.652738570535602e-05,0.4555765595463138
gutigu1979,0.0,4.0,4.0,1.945252378891114e-06,0.4560407569141194
byronnoly,0.0,4.0,4.0,8.73291953418572e-06,0.4558416994034628
decastrozoe,1.0,3.0,4.0,1.8210280834548547e-06,0.45630643751820565
albafikagt,0.0,4.0,4.0,3.7048048669214394e-06,0.4564393939393939
erickor43995453,0.0,4.0,4.0,3.7048048669214394e-06,0.4564393939393939
moran_barreda,0.0,4.0,4.0,1.133770122612095e-06,0.45577538551061975
darth_cetera,0.0,4.0,4.0,1.4653199232048855e-05,0.4555765595463138
juanpabablo1980,0.0,4.0,4.0,1.4653199232048855e-05,0.4555765595463138
senorclimagt,0.0,4.0,4.0,9.904065584691299e-05,0.4555103227682466
fctguatemala,4.0,0.0,4.0,8.388033304982192e-06,0.319889728405146
jeremasgmez16,0.0,4.0,4.0,0.00018427240867648466,0.4555765595463138
miles_mayhem_,0.0,4.0,4.0,0.0,0.4557090909090909
luisenrique_lg,0.0,4.0,4.0,1.0191024642305226e-08,0.4555765595463138
48_cantonestoto,4.0,0.0,4.0,4.435010605992353e-06,0.3156039085322857
tumerorey,0.0,4.0,4.0,1.945252378891114e-06,0.4560407569141194
estebanyac,0.0,4.0,4.0,3.7048048669214394e-06,0.4564393939393939
vecinointegrogt,0.0,4.0,4.0,3.7048048669214394e-06,0.4564393939393939
aceitunoarturo,0.0,4.0,4.0,3.7048048669214394e-06,0.4564393939393939
pirucanb,0.0,4.0,4.0,0.0001884554153574148,0.4554441052478558
chapinito90,0.0,4.0,4.0,0.0006800101445131587,0.4555103227682466
esreyes76,0.0,4.0,4.0,3.7048048669214394e-06,0.4564393939393939
bohemiochapin,0.0,4.0,4.0,3.7048048669214394e-06,0.4564393939393939
karlosgt60,0.0,4.0,4.0,0.0,0.4555103227682466
cristeptesico,0.0,4.0,4.0,4.473487146788627e-06,0.4559080325960419
elmer89670607,0.0,4.0,4.0,8.73291953418572e-06,0.4558416994034628
ratedrlo,0.0,4.0,4.0,1.8210280834548547e-06,0.45630643751820565
kk19031977,0.0,4.0,4.0,3.7048048669214394e-06,0.4564393939393939
vd15guate,0.0,4.0,4.0,8.73291953418572e-06,0.4558416994034628
danzarinus,0.0,4.0,4.0,9.387593221127977e-06,0.4555103227682466
arnulfodivas2,0.0,4.0,4.0,3.7048048669214394e-06,0.4564393939393939
davefilipi,0.0,4.0,4.0,1.180683133706724e-06,0.45577538551061975
joe__danger,0.0,4.0,4.0,1.945252378891114e-06,0.4560407569141194
bardielschiffer,0.0,4.0,4.0,1.945252378891114e-06,0.4560407569141194
abner864673,0.0,4.0,4.0,8.954476322611597e-08,0.4554441052478558
angydelacruz123,0.0,4.0,4.0,1.945252378891114e-06,0.4560407569141194
ekribe_keribe,0.0,4.0,4.0,4.473487146788627e-06,0.45577538551061975
reygiovvanny,0.0,4.0,4.0,4.473487146788627e-06,0.45577538551061975
jofra66468293,0.0,4.0,4.0,3.7048048669214394e-06,0.4564393939393939
laghaz11,0.0,4.0,4.0,3.7048048669214394e-06,0.4564393939393939
heidybarrios78,0.0,4.0,4.0,1.4653199232048855e-05,0.4555765595463138
novaspiro22,0.0,4.0,4.0,0.0,0.4555103227682466
nuestrodiario,4.0,0.0,4.0,4.749039819288503e-06,0.3182326053834434
federic92827027,0.0,4.0,4.0,1.945252378891114e-06,0.4560407569141194
ssflowers1,0.0,4.0,4.0,1.945252378891114e-06,0.4560407569141194
skiperk91,0.0,4.0,4.0,0.0012765277466951492,0.4554441052478558
robertorozcos,0.0,4.0,4.0,1.945252378891114e-06,0.4560407569141194
guatevision_tv,4.0,0.0,4.0,3.483243858233886e-06,0.3150010054293183
alex41404799,0.0,4.0,4.0,1.8210280834548547e-06,0.45637290604515657
alegt2011,0.0,4.0,4.0,1.945252378891114e-06,0.4560407569141194
