,grado_entrada,grado_salida,grado_total,intermediacion,cercania
novive_socialis,2.0,0.0,2.0,1.0339798724674644e-07,0.31377065598397597
xvjnnvt4zb,0.0,2.0,2.0,0.0,0.45517942757518526
realpokergt,0.0,2.0,2.0,0.0,0.45517942757518526
el_chimador1982,0.0,2.0,2.0,0.0,0.45564281559045955
margeovalle,0.0,2.0,2.0,0.0,0.45517942757518526
elshowdelamenti,0.0,2.0,2.0,0.0,0.45517942757518526
wfpguatemala,2.0,0.0,2.0,0.0,0.3130495603517186
evils2rd2,0.0,2.0,2.0,0.0,0.45517942757518526
iztapasolu16280,0.0,2.0,2.0,0.0,0.45517942757518526
marioanbal83553,0.0,2.0,2.0,0.0,0.45517942757518526
chavez_citalan,0.0,2.0,2.0,0.0,0.45564281559045955
vandermala,0.0,2.0,2.0,0.0,0.45517942757518526
johannyorellan3,0.0,2.0,2.0,0.0,0.45517942757518526
edgaralejandroe,0.0,2.0,2.0,0.0,0.4559080325960419
josebren223,0.0,2.0,2.0,0.0,0.45517942757518526
mirandamagdhiel,0.0,2.0,2.0,0.0006383657835939979,0.45524556814879397
fersf92,0.0,2.0,2.0,0.0,0.45517942757518526
liberemosgt,0.0,2.0,2.0,0.0,0.45524556814879397
juliomo59439263,0.0,2.0,2.0,0.0,0.45517942757518526
jhosima48134361,0.0,2.0,2.0,0.0,0.45517942757518526
rafamosquera,0.0,2.0,2.0,0.0,0.45517942757518526
joraogue,0.0,2.0,2.0,0.0,0.45517942757518526
myrdur,0.0,2.0,2.0,0.0,0.45517942757518526
hooverpomaresg1,0.0,2.0,2.0,0.0,0.45517942757518526
elvenezolano6,0.0,2.0,2.0,0.0,0.45517942757518526
drgato709,0.0,2.0,2.0,0.0,0.45517942757518526
electrafacao,0.0,2.0,2.0,0.0,0.45517942757518526
w_i_l_l_i_a_m_r,0.0,2.0,2.0,0.0,0.45517942757518526
rolosisi,0.0,2.0,2.0,0.0,0.45517942757518526
davidz502,0.0,2.0,2.0,0.0,0.45517942757518526
infogt_noticias,2.0,0.0,2.0,2.8442825860905496e-07,0.31522285944259987
ralmoreira7690,0.0,2.0,2.0,0.0,0.45517942757518526
bbcmundo,2.0,0.0,2.0,4.726038278802956e-06,0.314684612294094
radiopuntogt,2.0,0.0,2.0,7.151640982101292e-07,0.3176840397485297
patriciahxela,1.0,1.0,2.0,0.0,0.4557090909090909
mr_checha,0.0,2.0,2.0,0.0,0.45517942757518526
an0nymousgtd,2.0,0.0,2.0,6.893928434500593e-08,0.3135194636245372
gabrielamarroq1,0.0,2.0,2.0,0.0,0.4555103227682466
josekelvingcoti,0.0,2.0,2.0,3.790528989489096e-06,0.45524556814879397
tuiterodelujo,0.0,2.0,2.0,0.0,0.45517942757518526
cortizj_,0.0,2.0,2.0,0.0,0.45517942757518526
didiermauricioc,0.0,2.0,2.0,0.0,0.45517942757518526
realdonaldtrump,2.0,0.0,2.0,2.0940264487952047e-05,0.3202166802943581
dr_yuri_melini,0.0,2.0,2.0,0.0,0.45564281559045955
mas_raul,0.0,2.0,2.0,0.0,0.4554441052478558
coperni00829097,0.0,2.0,2.0,0.0,0.45524556814879397
davidjosefo1990,0.0,2.0,2.0,0.0,0.45524556814879397
eleany_ramirezo,0.0,2.0,2.0,0.0,0.45524556814879397
gersonnavas,0.0,2.0,2.0,0.0,0.45524556814879397
omarmartinezs1,0.0,2.0,2.0,0.0,0.45517942757518526
carlosandrino75,0.0,2.0,2.0,0.0,0.45517942757518526
luroriba,0.0,2.0,2.0,0.00017488704871739194,0.45524556814879397
andgallardo_,0.0,2.0,2.0,0.0006383657835939979,0.45524556814879397
rodlrm,0.0,2.0,2.0,0.0,0.4553117279465194
anongtreloaded,1.0,1.0,2.0,0.0,0.3339373267959923
jonatanan_21,0.0,2.0,2.0,0.0,0.4554441052478558
alvaromayorga13,0.0,2.0,2.0,0.0,0.45517942757518526
denilson_vela_,0.0,2.0,2.0,0.0,0.4559080325960419
mariaa38902,0.0,2.0,2.0,0.0,0.4553779069767442
wijors,0.0,2.0,2.0,0.0,0.4559080325960419
edalrivi,0.0,2.0,2.0,0.0,0.4559080325960419
elsamygarcia75,0.0,2.0,2.0,7.8714400279878e-05,0.4553779069767442
rafa_mal0072,2.0,0.0,2.0,2.9343954050663326e-07,0.3134253701480592
miquelosj,2.0,0.0,2.0,1.25247023275098e-06,0.31573112969867984
elegatoo,0.0,2.0,2.0,0.0,0.45517942757518526
fredy_8973,0.0,2.0,2.0,0.0,0.45517942757518526
joshchapin,0.0,2.0,2.0,0.0,0.45517942757518526
globalprintp,0.0,2.0,2.0,0.0,0.45517942757518526
juanchampas,0.0,2.0,2.0,0.0,0.45564281559045955
marcosl30828714,0.0,2.0,2.0,0.0,0.4553117279465194
felipe8pedroza,0.0,2.0,2.0,0.0,0.45517942757518526
leonarnocreo,0.0,2.0,2.0,0.0,0.45517942757518526
opinionjmc,0.0,2.0,2.0,0.0,0.45517942757518526
vilmamarin20,0.0,2.0,2.0,0.0,0.45517942757518526
gc_502,0.0,2.0,2.0,0.0,0.4553117279465194
fred_ordon13632,0.0,2.0,2.0,0.0,0.45517942757518526
ar76974876diego,0.0,2.0,2.0,0.0,0.45517942757518526
grupoartefactos,0.0,2.0,2.0,0.0,0.45517942757518526
necromicron100,1.0,1.0,2.0,0.0,0.45517942757518526
dell_mau,0.0,2.0,2.0,0.0,0.45610714805648567
soylibertad79,0.0,2.0,2.0,0.0,0.45517942757518526
rodolfo24172105,0.0,2.0,2.0,0.0,0.4555103227682466
oscarvi14778594,0.0,2.0,2.0,0.0,0.4554441052478558
yayajusta63,0.0,2.0,2.0,0.0,0.45517942757518526
huwoo,0.0,2.0,2.0,0.0,0.4559080325960419
xavi_galindo,0.0,2.0,2.0,0.0,0.45517942757518526
noti_mixco,2.0,0.0,2.0,0.0,0.3158903004638032
bomberosm_mixco,2.0,0.0,2.0,0.0,0.3158903004638032
byrea10,0.0,2.0,2.0,0.0,0.4553117279465194
katyolarte,0.0,2.0,2.0,0.0,0.45517942757518526
esta_busqueda,2.0,0.0,2.0,4.283019178045866e-07,0.31474784006429574
arbencista,0.0,2.0,2.0,0.0,0.4553117279465194
alex40_a,0.0,2.0,2.0,0.0,0.4554441052478558
silvia_b2023,0.0,2.0,2.0,0.0006383657835939979,0.45524556814879397
sonicalm,0.0,2.0,2.0,6.914388797992066e-05,0.45524556814879397
comunicaverte_,0.0,2.0,2.0,0.0,0.45564281559045955
artesan28700114,1.0,1.0,2.0,0.0,0.4553117279465194
sawlito1,0.0,2.0,2.0,0.0,0.4553117279465194
vctormende2432,0.0,2.0,2.0,0.0,0.4555765595463138
labichotafacha,0.0,2.0,2.0,8.962704758660715e-07,0.4553779069767442
corvaxcorvax,0.0,2.0,2.0,0.0,0.4553117279465194
comocuynocuento,0.0,2.0,2.0,0.0,0.45517942757518526
rafaelandresmc,0.0,2.0,2.0,0.0,0.45517942757518526
mrvasille,0.0,2.0,2.0,0.0,0.45517942757518526
soygtm,1.0,1.0,2.0,0.0,0.4553117279465194
tonofcalderon,0.0,2.0,2.0,0.0,0.45517942757518526
joel34440015,0.0,2.0,2.0,0.0,0.45517942757518526
elmertum,0.0,2.0,2.0,0.0,0.45517942757518526
luisvengt,2.0,0.0,2.0,1.4427057710387497e-06,0.3144319550381373
alito_199,0.0,2.0,2.0,0.0,0.45517942757518526
ronygarcia1290,2.0,0.0,2.0,9.226043231914256e-07,0.3187830687830688
raquelg49025070,0.0,2.0,2.0,0.0,0.45517942757518526
73lavon,0.0,2.0,2.0,0.0,0.45517942757518526
mrxoki,1.0,1.0,2.0,0.0,0.45517942757518526
tigo_gt,2.0,0.0,2.0,1.0317949854036249e-06,0.3161772126349783
edwinsantacru19,0.0,2.0,2.0,0.0,0.45517942757518526
deawashingtondc,2.0,0.0,2.0,0.0,0.3160815173527038
mottoa_jai718,0.0,2.0,2.0,0.0,0.45517942757518526
querquitus,0.0,2.0,2.0,0.0,0.45517942757518526
frank2021r,0.0,2.0,2.0,0.0,0.45517942757518526
freddyantgarcia,0.0,2.0,2.0,0.0,0.45517942757518526
guillej_r,0.0,2.0,2.0,0.0,0.4553117279465194
darwinboanerges,0.0,2.0,2.0,0.0,0.4553117279465194
hugogut65760873,0.0,2.0,2.0,0.0,0.45517942757518526
melsitar,0.0,2.0,2.0,0.00019683182118091787,0.45524556814879397
josalore,0.0,2.0,2.0,0.0,0.4553117279465194
mabesiekavizza,0.0,2.0,2.0,0.00016063523789294561,0.4553117279465194
omarshariff2021,0.0,2.0,2.0,0.0,0.45517942757518526
liwygrazioso,2.0,0.0,2.0,2.125774701263025e-07,0.3138964031660154
tto4,0.0,2.0,2.0,0.0,0.45517942757518526
manoloh80928529,0.0,2.0,2.0,0.0,0.45517942757518526
helen_amelie_,0.0,2.0,2.0,0.0,0.4553117279465194
fundamyrnamack,2.0,0.0,2.0,1.9382493714158538e-06,0.320806881015769
hernandezmack,2.0,0.0,2.0,0.0,0.3197591345172484
dagobertojosek1,0.0,2.0,2.0,0.0,0.45517942757518526
moquera_agapito,0.0,2.0,2.0,0.0,0.45517942757518526
jurgenfranko,0.0,2.0,2.0,0.0,0.45517942757518526
camilas95,0.0,2.0,2.0,0.0,0.45517942757518526
norcasmon,0.0,2.0,2.0,0.0,0.45517942757518526
dannoger,0.0,2.0,2.0,0.0,0.45517942757518526
cesargallego13,0.0,2.0,2.0,0.0,0.45517942757518526
vctorroldan8,2.0,0.0,2.0,6.992539760936471e-08,0.3136450095104615
juanech62391322,0.0,2.0,2.0,0.0,0.45517942757518526
estevezc10,0.0,2.0,2.0,5.537867875130258e-06,0.4553779069767442
renapgt,2.0,0.0,2.0,5.095512321152613e-08,0.3135194636245372
ourworldindata,1.0,1.0,2.0,0.0006383657835939981,0.3130808434096133
jorgemachajon,0.0,2.0,2.0,0.0,0.45517942757518526
richard03821782,1.0,1.0,2.0,0.0,0.45517942757518526
manuelale69,0.0,2.0,2.0,8.962704758660715e-07,0.4553779069767442
rarsa2,0.0,2.0,2.0,0.0,0.4553117279465194
quorumgt,2.0,0.0,2.0,3.1708382044709895e-07,0.31509604747058234
jireharchila,0.0,2.0,2.0,0.0,0.45517942757518526
diaz_majuma4,0.0,2.0,2.0,0.0,0.45517942757518526
ljefe_19,0.0,2.0,2.0,0.0,0.45517942757518526
superchapin7755,0.0,2.0,2.0,0.0,0.4553117279465194
mrcruzgt,0.0,2.0,2.0,0.0,0.45517942757518526
hammer105,0.0,2.0,2.0,0.0,0.45517942757518526
giovarodrig78,0.0,2.0,2.0,0.0,0.45517942757518526
sinergiabikes,0.0,2.0,2.0,0.0,0.45517942757518526
rmojicav,0.0,2.0,2.0,0.0,0.45517942757518526
jaime_asturias,0.0,2.0,2.0,0.0,0.4553779069767442
moralesjosea21,0.0,2.0,2.0,0.0,0.45577538551061975
alexdel92022343,0.0,2.0,2.0,0.0,0.45517942757518526
juank_c0,0.0,2.0,2.0,0.0,0.4553117279465194
rivera_bambu,0.0,2.0,2.0,0.0,0.45517942757518526
lis_sare,0.0,2.0,2.0,0.0,0.4555103227682466
guilmargallardo,1.0,1.0,2.0,0.0,0.45517942757518526
georgyerchila,2.0,0.0,2.0,3.7196680515284526e-07,0.31576295101793994
cristia17892973,0.0,2.0,2.0,0.0,0.45617355853232383
machavarria2016,0.0,2.0,2.0,0.0,0.45517942757518526
lucky6395548325,0.0,2.0,2.0,0.0,0.4553117279465194
zeuslvarez4zeus,0.0,2.0,2.0,0.0,0.4553117279465194
carlachavezprd,0.0,2.0,2.0,0.0,0.4553117279465194
noe_sanchezzsn,0.0,2.0,2.0,0.0,0.4553117279465194
cescobarsarti,2.0,0.0,2.0,0.0,0.3132373525294941
zoom_502gt,0.0,2.0,2.0,8.046328107054647e-06,0.45524556814879397
francis51629833,0.0,2.0,2.0,0.0,0.45517942757518526
elvinsantiagos,0.0,2.0,2.0,0.0,0.45517942757518526
crisguerra,0.0,2.0,2.0,0.0,0.45517942757518526
herbertgramajo1,0.0,2.0,2.0,0.0,0.45517942757518526
drom__,0.0,2.0,2.0,0.00013268519312455707,0.45524556814879397
igss_gt,2.0,0.0,2.0,3.6022261170648384e-07,0.3144319550381373
rochaeta,2.0,0.0,2.0,1.0592778706146138e-06,0.3138020833333333
marroquin_85702,0.0,2.0,2.0,0.0,0.45517942757518526
ellaramrez3,0.0,2.0,2.0,0.0,0.4553117279465194
elsprintfinal,0.0,2.0,2.0,0.0001545617337068834,0.4553117279465194
josuelop30,0.0,2.0,2.0,1.5371382088583448e-05,0.4553779069767442
fredydjimenezg,0.0,2.0,2.0,0.0,0.45564281559045955
josedomingoca20,0.0,2.0,2.0,0.0,0.45517942757518526
dgtguate,2.0,0.0,2.0,0.0,0.3158903004638032
colochodelacruz,0.0,2.0,2.0,0.0,0.45517942757518526
mikeraemond,0.0,2.0,2.0,0.0,0.4559080325960419
robertfuentes3,0.0,2.0,2.0,0.0,0.45517942757518526
cahevi9hotmail1,0.0,2.0,2.0,0.0,0.45517942757518526
luisgarciaestr5,0.0,2.0,2.0,0.0,0.45517942757518526
johntellez13,0.0,2.0,2.0,0.0,0.45517942757518526
chiroyelil37424,0.0,2.0,2.0,0.0,0.45517942757518526
jsotsot,0.0,2.0,2.0,0.0,0.45517942757518526
fabiolaroudha,2.0,0.0,2.0,8.951025585912046e-08,0.31373923492890043
anamariacaceitz,0.0,2.0,2.0,0.0,0.4553117279465194
cuxmigue,1.0,1.0,2.0,0.000638365783594002,0.31333133313331335
marioquan,2.0,0.0,2.0,9.14102551152778e-07,0.31417970316887284
sylviacalvillo,0.0,2.0,2.0,0.0,0.4559080325960419
biofilopanklast,0.0,2.0,2.0,0.0,0.45517942757518526
brianserrato11,0.0,2.0,2.0,0.0,0.45517942757518526
luisgerman9,0.0,2.0,2.0,0.0,0.45517942757518526
cf422814711341,0.0,2.0,2.0,0.0,0.45517942757518526
ingeniero32368,0.0,2.0,2.0,0.0,0.45517942757518526
pabloemili12345,0.0,2.0,2.0,0.0,0.45517942757518526
felixdaniel6,0.0,2.0,2.0,0.0,0.45517942757518526
labase_tv,1.0,1.0,2.0,0.0006383657835939976,0.3130495603517186
udarthjokerr,0.0,2.0,2.0,0.0,0.45517942757518526
fiscalgeneralgt,2.0,0.0,2.0,0.0,0.3195634434924521
rg_crgc,0.0,2.0,2.0,0.0,0.45517942757518526
luismolina61936,0.0,2.0,2.0,0.0,0.45524556814879397
el_dark_knight,0.0,2.0,2.0,0.0,0.4553779069767442
suchite_eleazar,0.0,2.0,2.0,0.0,0.45517942757518526
alexcastt,0.0,2.0,2.0,3.1921351319171354e-05,0.45524556814879397
rmensoruin,2.0,0.0,2.0,0.0,0.31496933748869005
negritovb74,0.0,2.0,2.0,0.0,0.45564281559045955
sandratorresgua,2.0,0.0,2.0,2.9117213263729214e-08,0.3138964031660154
usaid,2.0,0.0,2.0,2.9117213263729214e-08,0.3138964031660154
giorgiameloni,2.0,0.0,2.0,6.532408584539337e-06,0.3150010054293183
fiona140816,0.0,2.0,2.0,0.0,0.45517942757518526
palomilla_81,0.0,2.0,2.0,0.0,0.4553117279465194
luuusoledad__y,0.0,2.0,2.0,0.0,0.4553117279465194
caaoko,0.0,2.0,2.0,0.0,0.4553117279465194
claroscuronews,0.0,2.0,2.0,0.0,0.45524556814879397
_rmarroquin,0.0,2.0,2.0,0.0,0.45517942757518526
tavoare,0.0,2.0,2.0,0.0,0.45517942757518526
hoss06,2.0,0.0,2.0,1.4175139160009714e-07,0.313550840672538
juancarlosgtm,0.0,2.0,2.0,0.0,0.45517942757518526
vazquezz_vanssa,0.0,2.0,2.0,0.0,0.4558416994034628
andresga131,0.0,2.0,2.0,0.0,0.45517942757518526
alvaronavaspere,0.0,2.0,2.0,0.0,0.45517942757518526
mjang0,0.0,2.0,2.0,0.0006383657835939979,0.45524556814879397
ellario49907496,0.0,2.0,2.0,0.0,0.4553117279465194
la_mas_equis,0.0,2.0,2.0,0.0,0.45517942757518526
lioneloliv_85,0.0,2.0,2.0,0.0,0.4553117279465194
elcabra3232,0.0,2.0,2.0,0.0006383657835939979,0.45524556814879397
luciatzikin,0.0,2.0,2.0,0.0,0.45517942757518526
brucewayne_maga,2.0,0.0,2.0,1.1767037415211804e-07,0.3145898182548449
novalibre,0.0,2.0,2.0,0.0,0.45517942757518526
rocksta57446063,0.0,2.0,2.0,0.0,0.45517942757518526
agentelara2023,0.0,2.0,2.0,0.0,0.45517942757518526
maryflorherrera,2.0,0.0,2.0,1.0205029374382531e-07,0.31414820014037903
maria13920346,0.0,2.0,2.0,0.0,0.45517942757518526
realchapin2,0.0,2.0,2.0,5.796236945548983e-05,0.4553117279465194
gonzalocepeda64,0.0,2.0,2.0,0.0,0.45517942757518526
antonioagu17,0.0,2.0,2.0,0.0,0.45517942757518526
obautista25,0.0,2.0,2.0,0.0,0.45517942757518526
willycalderongt,0.0,2.0,2.0,0.0,0.45517942757518526
tekutliaxolotl,0.0,2.0,2.0,0.0,0.45517942757518526
celmiragarcia90,0.0,2.0,2.0,0.0,0.4553117279465194
lilyycoz90sny,0.0,2.0,2.0,0.0,0.4553117279465194
elcancheoficial,0.0,2.0,2.0,0.0,0.45517942757518526
yoeldeleon23,2.0,0.0,2.0,1.0351513219349402e-07,0.31301828354480965
n45_naz238,0.0,2.0,2.0,0.0,0.45517942757518526
m24095273,0.0,2.0,2.0,0.0,0.45517942757518526
andree_blue,0.0,2.0,2.0,1.81087743862594e-05,0.45524556814879397
pineda_jossy33,0.0,2.0,2.0,0.0,0.45517942757518526
chepenochinga,0.0,2.0,2.0,0.0,0.45517942757518526
letona_nimzy,0.0,2.0,2.0,0.0,0.45517942757518526
csarmolbar,0.0,2.0,2.0,0.0,0.45517942757518526
genaroc04140825,0.0,2.0,2.0,0.0,0.45517942757518526
eliseobac,0.0,2.0,2.0,0.0,0.45517942757518526
luistorreforeve,0.0,2.0,2.0,0.0,0.4555103227682466
azulymonitoreo,2.0,0.0,2.0,1.852913571328223e-08,0.31348809285571344
castillo_e14966,0.0,2.0,2.0,0.0,0.4555103227682466
__dextergt,0.0,2.0,2.0,0.0,0.45517942757518526
anahigmar,0.0,2.0,2.0,0.0,0.45517942757518526
redime07,0.0,2.0,2.0,3.951830509511732e-06,0.45524556814879397
igor_bitkov,2.0,0.0,2.0,8.158573794282606e-07,0.31534977352793153
lepa_oliver,0.0,2.0,2.0,0.0,0.45517942757518526
chomoelias2,0.0,2.0,2.0,0.0,0.45517942757518526
latinocool81405,0.0,2.0,2.0,6.6599391891840985e-06,0.4553117279465194
leticia_hub,0.0,2.0,2.0,0.0,0.45517942757518526
carmencantl,0.0,2.0,2.0,0.0,0.45517942757518526
fmacario_,2.0,0.0,2.0,0.0,0.31481109324758844
baquero_castro,0.0,2.0,2.0,0.0,0.45517942757518526
diegojirado,0.0,2.0,2.0,0.0,0.45517942757518526
chejo111,2.0,0.0,2.0,0.0,0.316944865958523
pazquinsur,0.0,2.0,2.0,0.0,0.45517942757518526
humbert69532172,0.0,2.0,2.0,0.0,0.4555103227682466
carlosalbesc,0.0,2.0,2.0,0.0,0.45517942757518526
elrambochapin,0.0,2.0,2.0,0.0,0.45517942757518526
carblank,0.0,2.0,2.0,0.0,0.45517942757518526
_jdepaz,0.0,2.0,2.0,0.00031020423625027066,0.45524556814879397
lukaszalez,0.0,1.0,1.0,0.0,0.4551133062173155
puntocriticogt,0.0,1.0,1.0,0.0,0.4551133062173155
carlosm80957968,1.0,0.0,1.0,0.0,0.31534977352793153
jonngalaxy,1.0,0.0,1.0,0.0,0.31534977352793153
captercio,1.0,0.0,1.0,0.0,0.31348809285571344
astridv80039430,1.0,0.0,1.0,0.0,0.31484272937393226
aaronchemma,1.0,0.0,1.0,0.0,0.31484272937393226
mavtarquitecto,1.0,0.0,1.0,0.0,0.3136450095104615
gtliberal,0.0,1.0,1.0,0.0,0.4551133062173155
airhelp,0.0,1.0,1.0,0.0,0.4551133062173155
rmavime87304,0.0,1.0,1.0,0.0,0.4551133062173155
totoluc62,0.0,1.0,1.0,0.0,0.4551133062173155
juanortizfoto,0.0,1.0,1.0,0.0,0.4551133062173155
irmasol98230067,0.0,1.0,1.0,0.0,0.4551133062173155
tiempoarg,1.0,0.0,1.0,0.0,0.3214322355596594
fabiankovacic,1.0,0.0,1.0,0.0,0.3214322355596594
gabriel26688944,0.0,1.0,1.0,0.0,0.4551133062173155
olavdirkmaat,1.0,0.0,1.0,0.0,0.31436885410395343
onfirevalhalla,0.0,1.0,1.0,0.0,0.4551133062173155
amcentec,0.0,1.0,1.0,0.0,0.4551133062173155
danielcollin01,0.0,1.0,1.0,0.0,0.4551133062173155
ma_wukong,1.0,0.0,1.0,0.0,0.3129557486764559
e52549132manolo,0.0,1.0,1.0,0.0,0.4551133062173155
daddyonky,1.0,0.0,1.0,0.0,0.3128619932095067
spp_gt,1.0,0.0,1.0,0.0,0.3129557486764559
elena_sanchezf,0.0,1.0,1.0,0.0,0.4551133062173155
fedefut_oficial,1.0,0.0,1.0,0.0,0.238595689589521
oise1970,0.0,1.0,1.0,0.0,0.4551133062173155
ricarddo39,0.0,1.0,1.0,0.0,0.4551133062173155
ypz_yepez,0.0,1.0,1.0,0.0,0.4551133062173155
zacapa1971,0.0,1.0,1.0,0.0,0.4551133062173155
qzazu,0.0,1.0,1.0,0.0,0.4551133062173155
la_hernandez_72,0.0,1.0,1.0,0.0,0.4551133062173155
josgarc24522562,0.0,1.0,1.0,0.0,0.4551133062173155
agustinromm,1.0,0.0,1.0,0.0,0.3129244906112665
beniluna7,0.0,1.0,1.0,0.0,0.4551133062173155
jimenezd_david,0.0,1.0,1.0,0.0,0.4551133062173155
h93ramos,0.0,1.0,1.0,0.0,0.4551133062173155
faborahona86,0.0,1.0,1.0,0.0,0.4551133062173155
hectoradolfoald,1.0,0.0,1.0,0.0,0.31408521303258147
romero_luisg,0.0,1.0,1.0,0.0,0.4551133062173155
discosbeagle,1.0,0.0,1.0,0.0,0.312987012987013
bvoluntariosgt,1.0,0.0,1.0,0.0,0.3138335169788641
joaquin_barnoya,1.0,0.0,1.0,0.0,0.3138649569224604
pialaperiodista,1.0,0.0,1.0,0.0,0.31490602070559853
jeanellydvg,1.0,0.0,1.0,0.0,0.31490602070559853
tayoaycinena,0.0,1.0,1.0,0.0,0.4551133062173155
siniacal_97,0.0,1.0,1.0,0.0,0.4551133062173155
hebergt,0.0,1.0,1.0,0.0,0.4551133062173155
wwf_mar,1.0,0.0,1.0,0.0,0.31392785571142284
susanamorazan,1.0,0.0,1.0,0.0,0.31370782016621607
erickescuderos,0.0,1.0,1.0,0.0,0.4551133062173155
pablillo_ortiz,0.0,1.0,1.0,0.0,0.4551133062173155
echotangolima,0.0,1.0,1.0,0.0,0.4551133062173155
mauricio_matay,0.0,1.0,1.0,0.0,0.4551133062173155
tgutier,0.0,1.0,1.0,0.0,0.4551133062173155
marioal39238291,0.0,1.0,1.0,0.0,0.4551133062173155
jeanlaeward,1.0,0.0,1.0,0.0,0.31408521303258147
gmawyner,0.0,1.0,1.0,0.0,0.4551133062173155
dictalord502_,1.0,0.0,1.0,0.0,0.31373923492890043
kile1992,1.0,0.0,1.0,0.0,0.31373923492890043
yc_mendez,0.0,1.0,1.0,0.0,0.4551133062173155
gerzon2011,0.0,1.0,1.0,0.0,0.4551133062173155
pronacomgt,1.0,0.0,1.0,0.0,0.3135194636245372
anadieguatemala,1.0,0.0,1.0,0.0,0.3135194636245372
kaminaljuyu_vz7,1.0,0.0,1.0,0.0,0.3132373525294941
gobernacionsv,1.0,0.0,1.0,0.0,0.3132373525294941
ninomatute,1.0,0.0,1.0,0.0,0.3132373525294941
castcn,0.0,1.0,1.0,0.0,0.4551133062173155
gersonmh90,0.0,1.0,1.0,0.0,0.4551133062173155
prisluzbe,0.0,1.0,1.0,0.0,0.4551133062173155
82pagan,0.0,1.0,1.0,0.0,0.4551133062173155
progreso_latam,1.0,0.0,1.0,0.0,0.3138020833333333
luisfer69519697,0.0,1.0,1.0,0.0,0.4551133062173155
bee_dlee,1.0,0.0,1.0,0.0,0.3139907797153738
5topodersm,1.0,0.0,1.0,0.0,0.31953085160632333
fontierrasguate,1.0,0.0,1.0,0.0,0.31953085160632333
conaviguagt,1.0,0.0,1.0,0.0,0.31953085160632333
apoyomutuo,1.0,0.0,1.0,0.0,0.31953085160632333
lesterramirezeu,1.0,0.0,1.0,0.0,0.31865337672904803
embeselsalvador,1.0,0.0,1.0,0.0,0.3133
nytimeses,1.0,0.0,1.0,0.0,0.3133
uninoticias,1.0,0.0,1.0,0.0,0.3133
vozdeamerica,1.0,0.0,1.0,0.0,0.3133
usembassysv,1.0,0.0,1.0,0.0,0.3133
actualidadrt,1.0,0.0,1.0,0.0,0.3133
dw_espanol,1.0,0.0,1.0,0.0,0.3133
parlacen,1.0,0.0,1.0,0.0,0.3132060381885434
otonieldeleon02,0.0,1.0,1.0,0.0,0.4551133062173155
scpmuni,1.0,0.0,1.0,0.0,0.31405372894947875
gironemilse,0.0,1.0,1.0,0.0,0.4551133062173155
viniciojoseh,1.0,0.0,1.0,0.0,0.3129557486764559
pmzv7,1.0,0.0,1.0,0.0,0.3129557486764559
yoromilio,1.0,0.0,1.0,0.0,0.3128619932095067
socerezagirasol,1.0,0.0,1.0,0.0,0.31377065598397597
semillametro_,1.0,0.0,1.0,0.0,0.31326867313268675
julioflores_r,1.0,0.0,1.0,0.0,0.3134567283641821
josedelapena,1.0,0.0,1.0,0.0,0.3134567283641821
puertonews24,1.0,0.0,1.0,0.0,0.3134567283641821
arteymas_,1.0,0.0,1.0,0.0,0.3128619932095067
joaquinbarnoya,1.0,0.0,1.0,0.0,0.3129244906112665
orientesoy,1.0,0.0,1.0,0.0,0.31490602070559853
57085652,0.0,1.0,1.0,0.0,0.4551133062173155
cesi_soc,0.0,1.0,1.0,0.0,0.4551133062173155
mkano1011,0.0,1.0,1.0,0.0,0.4551133062173155
mropinadorgt,0.0,1.0,1.0,0.0,0.4551133062173155
adikraj1,1.0,0.0,1.0,0.0,0.3130495603517186
jaimegarciassm,0.0,1.0,1.0,0.0,0.4551133062173155
trajeado555,0.0,1.0,1.0,0.0,0.4551133062173155
vegafredy882,0.0,1.0,1.0,0.0,0.4551133062173155
armandoinfo,1.0,0.0,1.0,0.0,0.3136764116940328
inteducacion,0.0,1.0,1.0,0.0,0.4551133062173155
budysala,0.0,1.0,1.0,0.0,0.4551133062173155
reyesjroberto,0.0,1.0,1.0,0.0,0.4551133062173155
betocoralg,1.0,0.0,1.0,0.0,0.31289323878957354
ricardomena2024,0.0,1.0,1.0,0.0,0.4551133062173155
ruano_pine,1.0,0.0,1.0,0.0,0.315413268901641
juanda158392211,1.0,0.0,1.0,0.0,0.31289323878957354
dezurdos,1.0,0.0,1.0,0.0,0.31953085160632333
el_exorcista_,1.0,0.0,1.0,0.0,0.31953085160632333
bernabege,0.0,1.0,1.0,0.0,0.4551133062173155
luciourquidez,0.0,1.0,1.0,0.0,0.4551133062173155
analucamolinar1,0.0,1.0,1.0,0.0,0.4551133062173155
carlosc83777123,0.0,1.0,1.0,0.0,0.4551133062173155
dennis96658004,0.0,1.0,1.0,0.0,0.4551133062173155
jurocaga,0.0,1.0,1.0,0.0,0.4551133062173155
martajo79835654,0.0,1.0,1.0,0.0,0.4551133062173155
drferdiaz,0.0,1.0,1.0,0.0,0.4551133062173155
castcastpablo,0.0,1.0,1.0,0.0,0.4551133062173155
eli22lima,0.0,1.0,1.0,0.0,0.4551133062173155
joseraulmulino,1.0,0.0,1.0,0.0,0.3136764116940328
santipenap,1.0,0.0,1.0,0.0,0.3136764116940328
jgbarillas,0.0,1.0,1.0,0.0,0.4551133062173155
luisguti02,0.0,1.0,1.0,0.0,0.4551133062173155
